Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,Survey ID,visited_before,how_many_past_visits,What words or phrases on this list do you most associate with George Washington? Select all that apply.,,,,,,,,,,,,,,,,George Washington’s choices and actions affected many people who lived during his time,People living at the same time as George Washington influenced the choices he made,People in the past had the same values and beliefs as people today,George Washington's choices and actions do not affect the world today,The choices and actions of ordinary people from George Washington’s lifetime influenced the world today,George Washington was able to set his emotions aside to make important decisions,People and societies' beliefs and values change over time,Other (please specify),perceptions GW actions,One very important decision George Washington is remembered for was stepping away from the role of president when he could have been elected again.  How do you think George Washington felt when he stepped down as president? Why do you think he felt what way?,Imagine George Washington decided to stay president instead of stepping away from the role of president.  How do you think our world might be different today?  Anything else?,I do not think regular people can do much to make their community a better place,I think public figures can make the world a better place,I am inspired by the actions of regular people from the past to make the world a better place,I am inspired by in the actions of public figures from the past to make the world a better place,[TREATMENT ONLY] What was the highlight of your visit?  Tell me why that was the highlight.,[TREATMENT ONLY] What did you think about or learn at Mount Vernon that is relevant or inspiring to you?,I thought Mount Vernon presented information about the past from many different people's perspectives,I will tell my friends or family about my visit to Mount Vernon,I thought Mount Vernon was boring,I was surprised at how much I didn't know about George Washington and his life,I thought Mount Vernon was fun,I felt frustrated while visiting Mount Vernon,I'm curious to learn more about how George Washington influenced the world today,I felt amazed by Mount Vernon,I learned a lot more about hired workers and enslaved individuals at Mount Vernon than I expected,Visited GW house inside,Visited GW house outside,Visited slave quarters,Visited outbuildings,Visited farm,Visited Museum Ed Center,Saw live animals,Visited gardens orchards,Visited new tomb,Visited slave memorial,Visited Gristmill or Distillery,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,Ate at the food truck,Ate at Mount Vernon Inn restaurant,Visited the shops,Attended a wreath laying or flag raising,Activity cart/discovery station,Hands on History Room,Took a picture of something I thought was interesting,,What is your favorite subject to learn about? Select one:,,Are you part of any clubs or youth organizations?,How old are you?,What state do you live in?,[If VA or MD] what city do you live in? ,Study group,Observed Gender:,Only child in group,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Day ,Date,Time ,Data Collector:,,Any programs happening?,,Other Notes
1.14E+11,421179304,7/22/2022 13:09,7/22/2022 13:12,69.255.24.203,,LG023,"No, I have not visited before today [skip to Q3]",,President,General,,,Slave Owner,,Leader,,Founder,,,Husband/family man,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,Mostly positive and a little negative,I think that he felt that he completed what he was supposed to do and didn't have anything else to do for the country so he stepped down. Because he was a general before and did a bunch of great things for that.,[thought for a long time] Not sure.,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,11,Maryland,Laurel,Control (entry),Girl,,,,Group included child(ren) 8-10 (other than interviewee),,,Weekday,6/10/2022,Morning,LG,,No,,
1.14E+11,421179304,7/22/2022 12:54,7/22/2022 13:08,69.255.24.203,,LG022,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,,All positive,Maybe like anxious. Like what if people wrong things? Because what if someone wasn't doing the thing he wanted them to do.,Because there were different things that people did differently back then.,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,7,California,,Control (entry),Girl,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekday,6/10/2022,Morning,LG,,No,,"Mom and aunt helped her interpret Q4, the participant said ""some of these are kind of big words for me."" The likert scale was difficult for her."
1.14E+11,421179304,7/22/2022 12:50,7/22/2022 12:54,69.255.24.203,,LG021,"No, I have not visited before today [skip to Q3]",,President,,Soldier,Farmer,,,Leader,,Founder,Innovator,,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,I think he felt sad that he couldn't help people anymore. Because lots of people wanted freedom and couldn't have it and he wanted to make sure that they were ok.,I think it would be. He'd already did a lot of stuff for the world. But he didn't make everything better because that's really hard to do.,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,Yes,11,South Dakota,,Control (entry),Girl,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekday,6/10/2022,Morning,LG,,No,,
1.14E+11,421179304,7/22/2022 12:38,7/22/2022 12:50,69.255.24.203,,LG020,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,I think he felt he'd done a lot for his country and it was time to let someone else take charge. He had been serving for many years as general and then as president and it was time for the country to move on.,"Oh. um, not sure. Um, we might have presidents or longer terms. Maybe more of George Washington's ideas would have been enacted.",Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,15,Florida,,Control (entry),Girl,,,,,,Group included child(ren) 15-17,Weekday,6/10/2022,Morning,LG,,No,,Did not look 15!
1.14E+11,421179304,6/17/2022 17:14,6/22/2022 13:38,73.180.173.48,,LG001,"No, I have not visited before today [skip to Q3]",,President,General,,,Slave Owner,,,,,,,,,,"Other, please explain:",Not sure if slave owner,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,Well I think he felt like he was done with being president and didn't want to do it anymore. Maybe he got tired of the work he had. Maybe because he was getting older.,I think people might have made better choices if he kept making positive things happen.,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,Yes,10,MO,,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekday,5/25/2022,Morning,LG,,No,,First eligible participant in the first hour
1.14E+11,421179304,6/17/2022 12:57,6/20/2022 12:09,73.180.173.48,,SM001,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,,All negative,Happy because he was nice.,Different than before because he was only president the first day. ,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,Yes,7,VA,Alexandria,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,The child was a little distracted & seemed eager to provide any answer to conclude survey
1.14E+11,421179304,6/17/2022 18:12,6/17/2022 18:14,73.180.173.48,,SM042,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"Relieved because people may have been annoyed with him, he was tired of being president and wanted to give someone else a turn","More slaves, not as many rights, White House might not have been built. ",Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,9,ID,,Control (entry),Girl,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),,,Weekend day,5/29/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/17/2022 18:10,6/17/2022 18:12,73.180.173.48,,SM041,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"In the middle, he might want to be president again, he might want to let someone else have a chance. ",He would have kept the rules the same and make things a little bit different.,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,No,9,VA,Oakton,Control (entry),Girl,Only child in group,,,,,,Weekend day,5/29/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/17/2022 18:07,6/17/2022 18:10,73.180.173.48,,SM040,"Yes, I have visited before",1 time,President,,,,,,Leader,,,,,Husband/family man,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,All positive,Happy because he wanted to give someone else a turn,We would have same president over and over again,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,9,VA,Alexandria,Control (entry),Boy,,,,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,,Weekend day,5/29/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/17/2022 18:05,6/17/2022 18:07,73.180.173.48,,SM039,"No, I have not visited before today [skip to Q3]",,President,General,,,Slave Owner,,Leader,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,"It was too much for him, being president. He was already a leader in the Rev. War, he had been leader twice. ",I don't think it would be that different. ,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,10,NJ,,Control (entry),Boy,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,,Weekend day,5/29/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/17/2022 18:02,6/17/2022 18:05,73.180.173.48,,SM038,"Yes, I have visited before",1 time,,,,,,,Leader,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,Somewhat positive and somewhat negative,A little sad & happy because he kind of wanted to be president and kind of didn't,"We would still have old timey stuff, horses pulling carriages ",Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,Yes,9,KY,,Control (entry),Girl,,Group included child(ren) 0-3,,,,,Weekend day,5/29/2022,Afternoon,SM,,No,,Kid frequently looked at parent after a question was asked; parent was seen nodding/shaking head when child looked at them. I believe this mostly occurred for questions 4&8
1.14E+11,421179304,6/17/2022 18:00,6/17/2022 18:02,73.180.173.48,,SM037,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,All positive,"He felt it was time for someone else to be president, give them a chance. ",There might still be slaves. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,Yes,10,PA,,Control (entry),Girl,,,,,Group included child(ren) 11-14,,Weekend day,5/29/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/17/2022 17:58,6/17/2022 18:00,73.180.173.48,,SM036,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,Founder,Innovator,,,,,,,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"Sad but it was his choice, so he felt like it was the right choice, he wanted to give other people a chance to be president. ","More of GW controlling & not giving people many rights, GW would have been a dictator.",Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,10,NY,,Control (entry),Girl,,,,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,,Weekend day,5/29/2022,Afternoon,SM,,No,,"2 other kids in the group were interacting with the interviewee during survey, answering qs and seemingly suggesting answers. Kids were speaking French so not sure what was being said. "
1.14E+11,421179304,6/17/2022 17:55,6/17/2022 17:57,73.180.173.48,,SM035,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Mostly positive and a little negative,"A little sad, but knew he had to do it otherwise they wouldn't have any president. He wanted to be president but he knew he couldn't be president forever.",No one would want a president besides GW,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Art & nature,Yes,,VA,Lorton,Control (entry),Boy,Only child in group,,,,,,Weekend day,5/29/2022,Afternoon,SM,,No,,Child is 7 
1.14E+11,421179304,6/17/2022 17:53,6/17/2022 17:55,73.180.173.48,,SM034,"No, I have not visited before today [skip to Q3]",,President,,,,Slave Owner,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,All positive,"IT was the best for ppl and him, he might have been i[set. but he knew it was the right thing to do. ",Policies would be same as when he was president - the policies when GW was president would have been carried on for a longer amount of time. ,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,Yes,7,DE,,Control (entry),Girl,,,,,,Group included child(ren) 15-17,Weekend day,5/29/2022,Morning,SM,,No,,
1.14E+11,421179304,6/17/2022 17:51,6/17/2022 17:53,73.180.173.48,,SM033,"Yes, I have visited before",2 times,President,,,,,,Leader,,,,Advocate for religious freedom,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,All positive,Disappointed but he knew it was right for America. Doing what's right for the country is very important. ,GW wouldn't be as important today. Not as much joy about GW & MV,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,7,VA,Ft. Belvoir,Control (entry),Girl,,Group included child(ren) 0-3,,,,,Weekend day,5/29/2022,Morning,SM,,No,,
1.14E+11,421179304,6/17/2022 17:48,6/17/2022 17:51,73.180.173.48,,SM032,"No, I have not visited before today [skip to Q3]",,President,,Soldier,,,,Leader,,,,,Husband/family man,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,All positive,"Sad, mad because he thought everyone liked him as president.",He would be most famous dude in the world.,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,10,NC,,Control (entry),Boy,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,Group included child(ren) 15-17,Weekend day,5/29/2022,Morning,SM,,No,,"A lot going on during survey, a large family group speaking loudly around child, he may have been distracted/eager to conclude survey. Group reemerged from entrance shortly after entering, it appears they changed their mind about visiting. "
1.14E+11,421179304,6/17/2022 17:45,6/17/2022 17:48,73.180.173.48,,SM031,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,Founder,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,Mostly positive and a little negative,"Like it was a good thing to do , he thought he was a good president. ",There would be a better society. More people expressing themselves. ,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,No,10,VA,Norfolk,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekend day,5/29/2022,Morning,SM,,No,,"Interviewee may have been distracted by a very involved younger sibling. Interviewee also stated that she didn't understand ""what she was saying"" when answering question 4&8"
1.14E+11,421179304,6/17/2022 17:43,6/17/2022 17:45,73.180.173.48,,SM030,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Mostly positive and a little negative,Like he was doing the right thing because he wanted to be fair. ,Somebody would be in power for too long. He would have set the wrong example,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Science and history,No,9,VA,Alexandria,Control (entry),Girl,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekend day,5/29/2022,Morning,SM,,No,,"Family was military - not ""from"" VA just where they are currently stationed. "
1.14E+11,421179304,6/17/2022 17:40,6/17/2022 17:42,73.180.173.48,,SM029,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,,Somewhat positive and somewhat negative,A little sad and relieved he's stepping away from something he loves,Some people might think GW was bad because he was president for too long. ,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,Yes,10,PA,,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekend day,5/29/2022,Morning,SM,,No,,
1.14E+11,421179304,6/17/2022 17:36,6/17/2022 17:40,73.180.173.48,,SM028,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,Slave Owner,,Leader,,Founder,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,"Good, if he wanted to be president again he would have. He freed American from British so he felt good. ",Still be slavery.,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,9,DC,,Control (entry),Boy,,,Group included child(ren) 4-7,,,,Weekend day,5/29/2022,Morning,SM,,No,,"Parent reworded a few questions but otherwise refrained from being involved. Parent mentioned after survey that on drive to MV, family was discussing if GW was good/bad. Night before visit they were discussing whether actions of ""regular ppl"" could make a difference (everyday person using cloth napkins instead of paper napkins"
1.14E+11,421179304,6/17/2022 17:34,6/17/2022 17:36,73.180.173.48,,SM027,"Yes, I have visited before",3 times or more,President,General,,,,,Leader,,,,,,,,,,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,,All positive,Happy because he could be with family without working all the time. ,"He would have done more, a lot more things, maybe better than he already had done. ",Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,9,VA,Woodbridge,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekend day,5/29/2022,Morning,SM,,No,,
1.14E+11,421179304,6/17/2022 17:32,6/17/2022 17:34,73.180.173.48,,LG007,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,Founder,,,,,,,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Probably trying to give other people a chance to lead the country he felt helpful like that I guess. Bc it's what he thought was good for the country.,I don't really know. (he thought for a long time!),Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,13,OK,,Control (entry),Boy,Only child in group,,,,,,Weekday,5/25/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/17/2022 17:29,6/17/2022 17:32,73.180.173.48,,LG006,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,Founder,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Mostly positive and a little negative,Proud to move on and let other ppl in the country take power. Because he knew it was the right thing because he knew one day he wouldn't be alive so he needed someone else to run.,I guess some ppl might feel not willing to move on from something effect people having to do things for the good.,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,Yes,12,AK,,Control (entry),Boy,,Group included child(ren) 0-3,,,,,Weekday,5/25/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/17/2022 17:25,6/17/2022 17:28,73.180.173.48,,LG005,"No, I have not visited before today [skip to Q3]",,President,General,,,Slave Owner,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"Confident in his decision but also must have been sort of hard to step away. Because he was usually a strong man but any time you give up a leadership role it must be hard, but may also not have wanted power & wanted to go home. ",I think we would have a lot more presidents staying for 3 or 4 terms. FDR was the exception I'm guessing more presidents wanted to stay longer. We would have had fewer presidents. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English and reading,,Yes,11,VA,Annandale,Control (entry),Girl,,Group included child(ren) 0-3,,,,,Weekday,5/25/2022,Morning,LG,,No,,
1.14E+11,421179304,6/17/2022 17:23,6/17/2022 17:25,73.180.173.48,,LG004,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,I don't really know. ,I don't think the world would've...the world would've stayed the same in that era a little longer,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,11,CA,,Control (entry),Girl,,Group included child(ren) 0-3,,,,,Weekday,5/25/2022,Morning,LG,,No,,
1.14E+11,421179304,6/17/2022 17:20,6/17/2022 17:23,73.180.173.48,,LG003,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,He might have been trying to set an example. Because everyone else started doing it later all the other presidents took only 1 or 2 terms.,Presidents would try and stay as long as they possibly can. ,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,11,TN,,Control (entry),Boy,Only child in group,,,,,,Weekday,5/25/2022,Morning,LG,,No,,
1.14E+11,421179304,6/17/2022 17:18,6/17/2022 17:20,73.180.173.48,,LG002,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,Farmer,,,Leader,,Founder,,,Husband/family man,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat positive and somewhat negative,He probably wasn't that happy about it. B/c it takes a lot of responsibility to be a president.,People might not be as sharing. ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,9,PA,,Control (entry),Girl,,,Group included child(ren) 4-7,,,,Weekday,5/25/2022,Morning,LG,,No,,
1.14E+11,421179304,6/17/2022 17:11,6/17/2022 17:14,73.180.173.48,,SM010,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,Innovator,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,,Mostly positive and a little negative,Proud of his work and ready for the freedom he was hoping for. That's what he was fighting for. ,"I feel like I should know more about John Adams. It would change how wards would end, hate for British would keep going. ",Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,Yes,9,MD,Silver Spring,Control (entry),Boy,Only child in group,,,,,,Weekend day,5/21/2022,Afternoon,SM,,Yes (please specify),Self guided love/loss slave tour,Adults in group talked out a few questions with the child: Q4b and Q7
1.14E+11,421179304,6/17/2022 17:09,6/17/2022 17:11,73.180.173.48,,SM009,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,,,,Husband/family man,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat positive and somewhat negative,"Tired, stressed. He was president for a long time and there are a lot of responsibilities. ",Presidents would be presidents for life. ,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,Yes,11,OK,,Control (entry),Boy,Only child in group,,,,,,Weekend day,5/21/2022,Afternoon,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 17:07,6/17/2022 17:09,73.180.173.48,,SM008,"Yes, I have visited before",3 times or more,President,General,,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,"Little bit sad, but he felt he made a good decision for his country. He enjoyed being president but wanted to make his country happy.",We would feel like he overtook the power he had but he would still be seen as a leader. ,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,10,VA,Alexandria,Control (entry),Girl,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),,,Weekend day,5/21/2022,Afternoon,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 17:04,6/17/2022 17:06,73.180.173.48,,SM007,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,,,Advocate for religious freedom,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,All positive,"He felt a bit upset maybe that he wouldn't be president another 4 years, but happy to be with family. He set a good mark and has to spend time with family. ","More laws and Declaration of Independence would be different, more strict, less freedom. He would be known differently. ",Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,10,NJ,,Control (entry),Boy,,,,,,Group included child(ren) 15-17,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 17:01,6/17/2022 17:03,73.180.173.48,,SM006,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,,,,Husband/family man,,,,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,All positive,"He was like ""I have more important things like my family."" He was already president and he wanted to hear what other people had to say. ","It would be the same, he would still have been president, just for longer. ",Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"Library, reading, learning about ppl from the past, sports, science, math",No,7,VA,Ashburn,Control (entry),Girl,,,,Group included child(ren) 8-10 (other than interviewee),,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
